sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Rural,3,8000,2
Rural,4,7500,2
Rural,4,11000,3
Rural,4,6500,1
Rural,6,24000,5
Rural,7,15000,4
Rural,4,7500,2
Rural,4,6000,1
Rural,5,6500,1
Rural,3,7000,1
Rural,4,12400,3
Rural,2,3500,1
Rural,3,8000,2
Rural,7,13000,4
Rural,6,12000,3
Rural,5,9000,2
Rural,4,10500,3
Rural,2,9000,2
Rural,6,11300,3
Rural,1,7800,2
Rural,1,3000,1
Rural,6,12000,3
Rural,7,8000,2
Rural,4,8000,2
Rural,5,14000,4
Rural,2,9000,2
Rural,2,8500,2
Rural,6,15000,4
Rural,2,3500,1
Rural,4,6500,1
Rural,4,35000,5
Rural,4,9000,2
Rural,8,14000,4
Rural,6,25000,5
Rural,4,6500,1
Rural,6,12000,3
Rural,2,10000,3
Rural,9,12000,3
Rural,3,10000,3
Rural,2,10000,3
Rural,7,12000,3
Rural,5,9000,2
Rural,2,4500,1
Rural,5,12000,3
Rural,7,19000,5
Rural,4,5000,1
Rural,3,21000,5
Rural,5,9500,2
Rural,3,16000,4
Rural,5,7300,2
Rural,4,15000,4
Rural,5,11000,3
Rural,3,7000,2
Rural,4,9500,2
Rural,3,17500,5
Rural,4,9000,2
Rural,7,14000,4
Rural,3,5500,1
Rural,3,6500,1
Rural,4,9000,2
Rural,6,7800,2
Rural,1,3000,1
Rural,3,10000,3
Rural,8,27000,5
Rural,8,9500,2
Rural,3,9100,2
Rural,8,14000,4
Rural,2,8000,2
Rural,2,6000,1
Rural,5,19600,5
Rural,5,8500,2
Rural,2,10000,3
Rural,7,13000,4
Rural,9,8200,2
Rural,7,25000,5
Rural,2,11500,3
Rural,5,6000,1
Rural,2,9500,2
Rural,4,9750,3
Rural,5,11500,3
Rural,5,16000,4
Rural,1,2000,1
Rural,4,1500,1
Rural,3,10000,3
Rural,3,4250,1
Rural,5,16500,4
Rural,4,8000,2
Rural,8,20000,5
Rural,5,19000,5
Rural,5,12000,3
Rural,5,15000,4
Rural,6,10500,3
Rural,7,19650,5
Rural,4,10000,3
Rural,4,14000,4
Rural,5,10000,3
Rural,5,10000,3
Rural,5,7000,1
Rural,7,20000,5
Rural,4,15000,4
Rural,4,11000,3
Rural,2,3200,1
Rural,3,7000,2
Rural,2,4000,1
Rural,6,5870,1
Rural,4,12500,4
Rural,5,14000,4
Rural,4,6000,1
Rural,5,14000,4
Rural,4,9500,2
Rural,6,9600,3
Rural,7,35000,5
Rural,4,7500,2
Rural,5,18000,5
Rural,3,11000,3
Rural,5,13000,4
Rural,3,13000,4
Rural,4,6000,1
Rural,5,26000,5
Rural,4,7000,2
Rural,7,12500,4
Rural,3,8000,2
Rural,3,9000,2
Rural,2,12000,3
Rural,1,4500,1
Rural,4,6530,1
Rural,2,18000,5
Rural,2,11000,3
Rural,3,24560,5
Rural,6,11000,3
Rural,6,9000,2
Rural,8,12500,4
Rural,4,7000,2
Rural,1,2400,1
Rural,4,9200,2
Rural,5,14000,4
Rural,6,15600,4
Rural,6,12500,3
Rural,9,30000,5
Rural,3,10500,3
Rural,9,6000,1
Rural,5,10500,3
Rural,3,10500,3
Rural,5,9500,2
Rural,3,7500,2
Rural,4,18000,5
Rural,3,8000,2
Rural,5,11000,3
Rural,5,11300,3
Rural,3,12902,4
Rural,1,3850,1
Rural,6,12500,3
Rural,4,7200,2
Rural,8,11000,3
Rural,4,7000,1
Rural,5,22500,5
Rural,4,7000,2
Rural,6,10500,3
Rural,5,10000,3
Rural,1,4000,1
Rural,4,6500,1
Rural,4,18500,5
Rural,2,18000,5
Rural,4,4500,1
Rural,4,20000,5
Rural,4,2800,1
Rural,5,7000,2
Rural,6,15000,4
Rural,6,9650,3
Rural,4,10000,3
Rural,5,5000,1
Rural,5,13000,4
Rural,4,3250,1
Rural,5,6000,1
Rural,2,5500,1
Rural,7,12000,3
Rural,5,8600,2
Rural,3,13000,4
Rural,6,7200,2
Rural,3,4400,1
Rural,4,14500,4
Rural,1,3000,1
Rural,2,4500,1
Rural,4,6000,1
Rural,3,14000,4
Rural,5,16000,4
Rural,2,8500,2
Rural,2,39000,5
Rural,2,8000,2
Rural,4,6000,1
Rural,1,5500,1
Rural,5,9000,2
Rural,6,10500,3
Rural,4,13000,4
Rural,4,16000,4
Rural,3,4000,1
Rural,7,11000,3
Rural,4,4000,1
Rural,6,9000,2
Rural,5,4500,1
Rural,6,6300,1
Rural,3,12050,3
Rural,5,15000,4
Rural,8,9000,2
Rural,6,18000,5
Rural,5,20000,5
Rural,3,10000,3
Rural,6,6500,1
Rural,4,13340,4
Rural,5,13000,4
Rural,2,5000,1
Rural,3,8000,2
Rural,7,32500,5
Rural,7,12500,4
Rural,1,7850,2
Rural,5,10000,3
Rural,4,5600,1
Rural,2,2680,1
Rural,5,9000,2
Rural,4,9000,2
Rural,4,11000,3
Rural,1,3500,1
Rural,4,12000,3
Rural,6,6700,1
Rural,3,10000,3
Rural,4,3500,1
Rural,3,15660,4
Rural,6,15000,4
Rural,4,8000,2
Rural,5,7500,2
Rural,5,13000,4
Rural,2,6500,1
Rural,7,12000,3
Rural,1,3000,1
Rural,3,15000,4
Rural,8,7000,2
Rural,5,8000,2
Rural,4,11000,3
Rural,4,8000,2
Rural,5,12500,4
Rural,3,3200,1
Rural,1,1200,1
Rural,3,13000,4
Rural,4,5750,1
Rural,3,12000,3
Rural,6,32500,5
Rural,8,14500,4
Rural,5,16500,4
Rural,5,10000,3
Rural,3,10000,3
Rural,4,6800,1
Rural,5,15000,4
Rural,3,9800,3
Rural,3,20980,5
Rural,6,10000,3
Rural,7,11500,3
Rural,6,7000,2
Rural,5,20000,5
Rural,4,4800,1
Rural,8,3500,1
Rural,2,4500,1
Rural,4,6000,1
Rural,12,18000,5
Rural,4,35000,5
Rural,6,12700,4
Rural,2,8400,2
Rural,3,5000,1
Rural,6,10000,3
Rural,3,12000,3
Rural,2,6500,1
Rural,1,1600,1
Rural,5,8000,2
Rural,6,8500,2
Rural,2,5000,1
Rural,7,13000,4
Rural,2,7000,2
Rural,3,11800,3
Rural,7,13000,4
Rural,5,14000,4
Rural,4,10000,3
Rural,5,24690,5
Rural,3,14500,4
Rural,6,15000,4
Rural,1,2780,1
Rural,7,7500,2
Rural,4,11000,3
Rural,7,6500,1
Rural,5,20000,5
Rural,4,15000,4
Rural,1,3500,1
Rural,2,11200,3
Rural,3,10000,3
Rural,2,15000,4
Rural,4,14000,4
Rural,2,13000,4
Rural,3,8400,2
Rural,4,9000,2
Rural,6,34950,5
Rural,4,9500,2
Rural,4,16000,4
Rural,5,9500,2
Rural,8,20000,5
Rural,4,10000,3
Rural,3,8000,2
Rural,2,6500,1
Rural,4,5500,1
Rural,2,6000,1
Rural,4,10000,3
Rural,2,4000,1
Rural,4,14500,4
Rural,4,12000,3
Rural,4,15000,4
Rural,6,10000,3
Rural,6,13400,4
Rural,4,15000,4
Rural,6,12000,3
Rural,2,10000,3
Rural,9,16000,4
Rural,6,5600,1
Rural,1,3200,1
Rural,5,5500,1
Rural,5,14000,4
Rural,5,8000,2
Rural,3,13500,4
Rural,5,16000,4
Rural,1,1400,1
Rural,1,6000,1
Rural,5,7000,2
Rural,2,7000,2
Rural,4,9000,2
Rural,8,12000,3
Rural,4,6500,1
Rural,7,14000,4
Rural,6,5000,1
Rural,4,10500,3
Rural,2,7000,2
Rural,1,8000,2
Rural,4,6500,1
Rural,10,7500,2
Rural,8,24000,5
Rural,4,8000,2
Rural,3,10000,3
Rural,5,8000,2
Rural,3,7000,2
Rural,4,10000,3
Rural,3,15000,4
Rural,6,10650,3
Rural,4,4500,1
Rural,6,8000,2
Rural,2,5500,1
Rural,3,5400,1
Rural,9,26000,5
Rural,7,9000,2
Rural,7,15000,4
Rural,5,15000,4
Rural,4,6000,1
Rural,6,10000,3
Rural,7,15000,4
Rural,6,12500,3
Rural,4,8400,2
Rural,2,2600,1
Rural,6,9500,2
Rural,7,9800,3
Rural,6,21000,5
Rural,5,24000,5
Rural,7,16500,4
Rural,3,5000,1
Rural,4,6200,1
Rural,7,20000,5
Rural,3,16000,4
Rural,5,11000,3
Rural,8,16000,4
Rural,6,8000,2
Rural,3,8000,2
Rural,6,10000,3
Rural,4,7000,2
Rural,4,9200,2
Rural,7,11000,3
Rural,5,20000,5
Rural,5,15000,4
Rural,6,19500,5
Rural,3,8000,2
Rural,10,25000,5
Rural,5,10000,3
Rural,4,15000,4
Rural,7,20000,5
Rural,5,18000,5
Rural,2,8500,2
Rural,2,12500,3
Rural,6,14500,4
Rural,6,9500,2
Rural,6,9800,3
Rural,3,9500,2
Rural,6,8700,2
Rural,5,8000,2
Rural,4,11700,3
Rural,2,6900,1
Rural,6,8500,2
Rural,4,6500,1
Rural,9,10500,3
Rural,5,10000,3
Rural,11,10500,3
Rural,5,9500,2
Rural,4,12000,3
Rural,3,4000,1
Rural,7,8000,2
Rural,4,7500,2
Rural,5,5000,1
Rural,5,10000,3
Rural,7,9000,2
Rural,2,6000,1
Rural,1,3000,1
Rural,5,8000,2
Rural,6,8000,2
Rural,4,11000,3
Rural,2,5500,1
Rural,4,6000,1
Rural,5,8000,2
Rural,6,10000,3
Rural,3,9000,2
Rural,7,10000,3
Rural,3,2500,1
Rural,6,10500,3
Rural,2,5000,1
Rural,2,8000,2
Rural,5,7000,2
Rural,4,14000,4
Rural,4,12500,4
Rural,7,6000,1
Rural,1,500,1
Rural,7,15500,4
Rural,2,5000,1
Rural,6,21000,5
Rural,4,16000,4
Rural,3,10000,3
Rural,1,12500,4
Rural,9,17000,5
Rural,6,12300,3
Rural,4,13500,4
Rural,3,10100,3
Rural,2,7000,2
Rural,6,8000,2
Rural,5,10000,3
Rural,5,6800,1
Rural,5,16000,4
Rural,4,10500,3
Rural,4,3000,1
Rural,4,10000,3
Rural,2,9750,3
Rural,4,13500,4
Rural,15,23000,5
Rural,3,14000,4
Rural,3,10000,3
Rural,1,4500,1
Rural,7,8000,2
Rural,3,15000,4
Rural,1,8000,2
Rural,6,12000,3
Rural,4,12500,4
Rural,4,1500,1
Rural,6,15500,4
Rural,7,12000,3
Rural,3,13500,4
Rural,1,3000,1
Rural,4,14000,4
Rural,3,11500,3
Rural,4,9500,2
Rural,4,9000,2
Rural,6,12000,3
Rural,3,9000,2
Rural,1,5500,1
Rural,6,21000,5
Rural,6,17500,5
Rural,6,12500,3
Rural,1,5000,1
Rural,5,5200,1
Rural,10,39000,5
Rural,6,12000,3
Rural,4,6000,1
Rural,3,14580,4
Rural,2,3000,1
Rural,3,5500,1
Rural,1,6500,1
Rural,3,7000,2
Rural,6,9300,2
Rural,3,15600,4
Rural,4,5000,1
Rural,1,8500,2
Rural,3,6500,1
Rural,5,8000,2
Rural,2,6700,1
Rural,5,12000,3
Rural,3,8500,2
Rural,3,2000,1
Rural,3,15000,4
Rural,2,5000,1
Rural,3,8000,2
Rural,1,3500,1
Rural,3,8000,2
Rural,7,17000,5
Rural,4,15000,4
Rural,1,7000,1
Rural,4,20000,5
Rural,6,12840,4
Rural,6,10500,3
Rural,5,12500,3
Rural,5,12000,3
Rural,5,10000,3
Rural,5,24000,5
Rural,4,12500,3
Rural,3,9500,2
Rural,1,3500,1
Rural,5,9500,2
Rural,3,12000,3
Rural,4,22000,5
Rural,6,9000,2
Rural,5,9800,3
Rural,5,7500,2
Rural,5,19850,5
Rural,5,12000,3
Rural,4,11000,3
Rural,5,10000,3
Rural,5,12000,3
Rural,6,6500,1
Rural,10,15000,4
Rural,3,9000,2
Rural,5,13000,4
Rural,5,13000,4
Rural,5,15700,4
Rural,5,12000,3
Rural,6,8000,2
Rural,8,8100,2
Rural,5,10000,3
Rural,10,20000,5
Rural,3,7800,2
Rural,2,6600,1
Rural,6,16000,4
Rural,2,9800,3
Rural,1,2200,1
Rural,5,5500,1
Rural,2,3800,1
Rural,4,14500,4
Rural,2,8000,2
Rural,5,15000,4
Rural,3,9000,2
Rural,7,8000,2
Rural,6,6200,1
Rural,3,17000,5
Rural,5,22000,5
Rural,5,9500,2
Rural,4,13000,4
Rural,3,5600,1
Rural,4,16000,4
Rural,4,10000,3
Rural,5,13560,4
Rural,6,9700,3
Rural,5,12900,4
Rural,5,18500,5
Rural,4,8000,2
Rural,6,34000,5
Rural,5,6800,1
Rural,4,5500,1
Rural,7,14000,4
Rural,7,14000,4
Rural,4,11000,3
Rural,6,10000,3
Rural,2,4000,1
Rural,4,10500,3
Rural,3,5500,1
Rural,5,12000,3
Rural,4,15000,4
Rural,5,7500,2
Rural,5,11000,3
Rural,4,10000,3
Rural,4,13100,4
Rural,5,11500,3
Rural,5,4000,1
Rural,2,3500,1
Rural,4,2800,1
Rural,7,15000,4
Rural,3,9000,2
Rural,4,8300,2
Rural,6,7500,2
Rural,2,10000,3
Rural,5,10000,3
Rural,5,7000,1
Rural,8,11000,3
Rural,5,14000,4
Rural,4,11750,3
Rural,5,8000,2
Rural,2,5000,1
Rural,5,7000,2
Rural,2,8900,2
Rural,6,15000,4
Rural,1,8000,2
Rural,4,11000,3
Rural,3,8500,2
Rural,6,8800,2
Rural,3,4000,1
Rural,6,15000,4
Rural,4,11400,3
Rural,5,13000,4
Rural,8,13000,4
Rural,2,7000,1
Rural,7,10000,3
Rural,5,10300,3
Rural,3,6300,1
Rural,7,9500,2
Rural,1,1500,1
Rural,9,10000,3
Rural,4,8000,2
Rural,1,3460,1
Rural,5,8000,2
Rural,8,16000,4
Rural,6,42000,5
Rural,2,7500,2
Rural,3,7000,1
Rural,4,5500,1
Rural,12,20000,5
Rural,7,20000,5
Rural,3,6000,1
Rural,7,23000,5
Rural,2,2500,1
Rural,3,9000,2
Rural,2,5500,1
Rural,6,10500,3
Rural,4,8500,2
Rural,3,8000,2
Rural,6,7500,2
Rural,4,7000,1
Rural,5,10000,3
Rural,4,13500,4
Rural,3,16800,4
Rural,8,18000,5
Rural,5,8955,2
Rural,5,13000,4
Rural,4,23000,5
Rural,7,8000,2
Rural,10,12000,3
Rural,1,3500,1
Rural,2,8500,2
Rural,3,8200,2
Rural,5,13500,4
Rural,1,4000,1
Rural,4,12500,4
Rural,8,15500,4
Rural,7,11000,3
Rural,2,10000,3
Rural,5,5000,1
Rural,8,15000,4
Rural,6,13000,4
Rural,1,5000,1
Rural,6,11000,3
Rural,2,8000,2
Rural,6,12500,4
Rural,2,3000,1
Rural,6,9000,2
Rural,1,5800,1
Rural,5,20000,5
Rural,2,7800,2
Rural,5,12500,3
Rural,1,3000,1
Rural,7,15000,4
Rural,7,12700,4
Rural,4,9000,2
Rural,3,8000,2
Rural,6,14500,4
Rural,9,15000,4
Rural,5,6500,1
Rural,5,6110,1
Rural,4,30000,5
Rural,4,7000,2
Rural,8,24000,5
Rural,6,8600,2
Rural,6,20000,5
Rural,5,10500,3
Rural,8,10000,3
Rural,5,15000,4
Rural,4,8000,2
Rural,7,10200,3
Rural,8,20000,5
Rural,2,3000,1
Rural,3,6000,1
Rural,4,13000,4
Rural,5,13000,4
Rural,3,12900,4
Rural,2,8990,2
Rural,4,9500,2
Rural,4,16000,4
Rural,6,11400,3
Rural,4,14000,4
Rural,3,12500,4
Rural,5,15000,4
Rural,2,9500,2
Rural,2,8500,2
Rural,6,4500,1
Rural,3,12000,3
Rural,5,8000,2
Rural,6,10300,3
Rural,3,18500,5
Rural,7,17500,5
Rural,3,10500,3
Rural,1,5000,1
Rural,1,1500,1
Rural,2,4500,1
Rural,4,11000,3
Rural,4,12000,3
Rural,2,5500,1
Rural,3,13100,4
Rural,2,5000,1
Rural,4,6000,1
Rural,4,11500,3
Rural,4,11000,3
Rural,15,18000,5
Rural,4,5500,1
Rural,4,18000,5
Rural,7,17500,5
Rural,5,6000,1
Rural,5,11800,3
Rural,7,10600,3
Rural,4,18000,5
Rural,2,2500,1
Rural,5,19250,5
Rural,4,8000,2
Rural,2,4500,1
Rural,3,6000,1
Rural,1,6000,1
Rural,4,5000,1
Rural,5,6800,1
Rural,4,11600,3
Rural,5,9000,2
Rural,4,8800,2
Rural,4,10000,3
Rural,4,6000,1
Rural,5,10000,3
Rural,3,13000,4
Rural,3,9500,2
Rural,2,2000,1
Rural,1,2300,1
Rural,7,13000,4
Rural,3,8000,2
Rural,7,12300,3
Rural,2,6300,1
Rural,4,14500,4
Rural,8,17500,5
Rural,5,12000,3
Rural,4,13000,4
Rural,8,14000,4
Rural,5,16000,4
Rural,5,10500,3
Rural,4,65000,5
Rural,5,9000,2
Rural,1,5000,1
Rural,4,9000,2
Rural,2,5500,1
Rural,4,8000,2
Rural,5,7500,2
Rural,5,14000,4
Rural,4,14000,4
Rural,1,6000,1
Rural,5,4530,1
Rural,4,10000,3
Rural,4,13000,4
Rural,6,9200,2
Rural,4,13000,4
Rural,6,15000,4
Rural,6,6000,1
Rural,4,9000,2
Rural,3,9500,2
Rural,1,3000,1
Rural,4,8000,2
Rural,4,16000,4
Rural,5,18500,5
Rural,3,8000,2
Rural,4,7250,2
Rural,3,14000,4
Rural,6,18000,5
Rural,1,3000,1
Rural,5,11500,3
Rural,4,2800,1
Rural,2,4200,1
Rural,3,10000,3
Rural,5,16000,4
Rural,4,8000,2
Rural,4,6000,1
Rural,5,7850,2
Rural,14,16000,4
Rural,5,11000,3
Rural,6,16000,4
Rural,6,17800,5
Rural,4,12500,4
Rural,3,11000,3
Rural,5,11000,3
Rural,1,3000,1
Rural,5,13000,4
Rural,5,11000,3
Rural,4,9000,2
Rural,4,11500,3
Rural,5,16650,4
Rural,2,2500,1
Rural,4,9000,2
Rural,10,15000,4
Rural,3,12000,3
Rural,5,7500,2
Rural,5,7600,2
Rural,4,16000,4
Rural,8,16000,4
Rural,6,13000,4
Rural,2,3300,1
Rural,2,3000,1
Rural,5,13000,4
Rural,4,4000,1
Rural,5,7500,2
Rural,6,23000,5
Rural,4,5000,1
Rural,2,6000,1
Rural,4,12000,3
Rural,2,5000,1
Rural,3,2600,1
Rural,4,12500,4
Rural,5,8500,2
Rural,6,15000,4
Rural,3,7000,2
Rural,4,18000,5
Rural,2,6000,1
Rural,4,20200,5
Rural,4,12000,3
Rural,3,11000,3
Rural,2,8500,2
Rural,2,7000,2
Rural,5,7500,2
Rural,5,9000,2
Rural,8,11000,3
Rural,5,6500,1
Rural,1,4000,1
Rural,6,28000,5
Rural,2,25500,5
Rural,4,7000,1
Rural,4,10000,3
Rural,3,16600,4
Rural,2,7300,2
Rural,14,15000,4
Rural,6,18000,5
Rural,4,8500,2
Rural,1,4000,1
Rural,4,15000,4
Rural,2,8500,2
Rural,2,7500,2
Rural,4,4200,1
Rural,11,23000,5
Rural,2,7000,2
Rural,1,4500,1
Rural,6,15000,4
Rural,4,19200,5
Rural,2,3000,1
Rural,4,9600,3
Rural,5,11000,3
Rural,7,2500,1
Rural,7,10000,3
Rural,1,3500,1
Rural,2,7000,1
Rural,6,8500,2
Rural,4,11000,3
Rural,4,10500,3
Rural,2,33700,5
Rural,4,10000,3
Rural,5,9000,2
Rural,4,5500,1
Rural,4,15000,4
Rural,3,6500,1
Rural,4,13000,4
Rural,5,14500,4
Rural,3,3500,1
Rural,3,12350,3
Rural,5,9250,2
Rural,2,4000,1
Rural,8,16000,4
Rural,5,10000,3
Rural,2,8000,2
Rural,4,9200,2
Rural,2,11200,3
Rural,4,7000,1
Rural,4,10500,3
Rural,3,12400,3
Rural,4,12000,3
Rural,2,10000,3
Rural,3,9000,2
Rural,4,10000,3
Rural,5,9500,2
Rural,4,4500,1
Rural,9,12000,3
Rural,4,9800,3
Rural,4,7200,2
Rural,8,9000,2
Rural,6,12000,3
Rural,4,8300,2
Rural,3,8000,2
Rural,4,9500,2
Rural,5,10000,3
Rural,4,10000,3
Rural,2,19000,5
Rural,7,14000,4
Rural,2,4000,1
Rural,2,7000,1
Rural,5,9000,2
Rural,8,16500,4
Rural,4,8000,2
Rural,5,12000,3
Rural,2,15000,4
Rural,3,16000,4
Rural,4,13000,4
Rural,5,11000,3
Rural,10,14000,4
Rural,2,15000,4
Rural,5,10000,3
Rural,2,4000,1
Rural,8,34193,5
Rural,3,19500,5
Rural,4,14500,4
Rural,2,6000,1
Rural,5,11000,3
Rural,6,14000,4
Rural,6,10000,3
Rural,4,28000,5
Rural,6,9000,2
Rural,5,19500,5
Rural,4,10000,3
Rural,8,17500,5
Rural,1,7000,2
Rural,3,5500,1
Rural,8,16000,4
Rural,5,7000,2
Rural,9,16000,4
Rural,4,10500,3
Rural,6,10650,3
Rural,4,7400,2
Rural,4,8000,2
Rural,3,5000,1
Rural,9,15000,4
Rural,5,13000,4
Rural,5,15000,4
Rural,6,19000,5
Rural,1,3500,1
Rural,4,8000,2
Rural,4,10000,3
Rural,3,12500,4
Rural,6,7850,2
Rural,5,9000,2
Rural,2,23000,5
Rural,4,2500,1
Rural,5,15000,4
Rural,5,8500,2
Rural,1,3500,1
Rural,1,8500,2
Rural,5,17000,5
Rural,6,12000,3
Rural,6,10000,3
Rural,6,24000,5
Rural,5,7000,1
Rural,6,5550,1
Rural,5,11000,3
Rural,9,13890,4
Rural,6,16000,4
Rural,6,10000,3
Rural,5,5860,1
Rural,5,16000,4
Rural,5,9000,2
Rural,9,8000,2
Rural,2,8000,2
Rural,3,4000,1
Rural,5,5000,1
Rural,3,6500,1
Rural,3,4500,1
Rural,4,12000,3
Rural,3,4200,1
Rural,1,5400,1
Rural,4,5600,1
Rural,2,7500,2
Rural,3,8500,2
Rural,9,30000,5
Rural,5,12000,3
Rural,5,7500,2
Rural,2,6800,1
Rural,2,3200,1
Rural,1,3350,1
Rural,9,21000,5
Rural,3,12000,3
Rural,4,8500,2
Rural,8,18000,5
Rural,2,17000,5
Rural,5,1000,1
Rural,7,13000,4
Rural,7,20000,5
Rural,10,10000,3
Rural,2,5000,1
Rural,6,12000,3
Rural,1,2000,1
Rural,10,15000,4
Rural,2,10000,3
Rural,2,5800,1
Rural,3,9860,3
Rural,8,9500,2
Rural,5,8500,2
Rural,2,4500,1
Rural,5,18000,5
Rural,5,10000,3
Rural,5,3500,1
Rural,4,9000,2
Rural,9,13500,4
Rural,2,10000,3
Rural,4,15000,4
Rural,1,400,1
Rural,10,9000,2
Rural,5,16000,4
Rural,2,10000,3
Rural,7,8000,2
Rural,3,15000,4
Rural,9,16500,4
Rural,5,4500,1
Rural,6,10000,3
Rural,6,8000,2
Rural,6,25431,5
Rural,2,4600,1
Rural,2,6000,1
Rural,1,6500,1
Rural,3,12500,4
Rural,5,13000,4
Rural,5,14000,4
Rural,3,10500,3
Rural,4,16600,4
Rural,3,21000,5
Rural,4,12000,3
Rural,3,9000,2
Rural,8,15500,4
Rural,4,18000,5
Rural,4,9500,2
Rural,5,17000,5
Rural,8,7600,2
Rural,1,3400,1
Rural,8,22500,5
Rural,7,15000,4
Rural,5,3000,1
Rural,4,10500,3
Rural,4,5500,1
Rural,2,8000,2
Rural,3,6000,1
Rural,3,3500,1
Rural,12,18000,5
Rural,5,18000,5
Rural,6,10500,3
Rural,4,7800,2
Rural,7,10000,3
Rural,2,4500,1
Rural,2,6000,1
Rural,4,6500,1
Rural,4,7500,2
Rural,3,5500,1
Rural,3,17000,5
Rural,5,18000,5
Rural,3,9500,2
Rural,4,20000,5
Rural,4,1000,1
Rural,6,8000,2
Rural,4,9500,2
Rural,4,19000,5
Rural,5,8000,2
Rural,4,8500,2
Rural,2,8000,2
Rural,7,14000,4
Rural,5,4500,1
Rural,8,6250,1
Rural,3,16600,4
Rural,4,18500,5
Rural,4,16000,4
Rural,4,12000,3
Rural,4,18000,5
Rural,3,7000,2
Rural,4,10000,3
Rural,4,9000,2
Rural,5,6000,1
Rural,6,18000,5
Rural,5,27500,5
Rural,2,4500,1
Rural,4,10500,3
Rural,4,9000,2
Rural,3,8000,2
Rural,4,21500,5
Rural,3,7500,2
Rural,4,15400,4
Rural,3,8500,2
Rural,7,5500,1
Rural,4,4000,1
Rural,2,15000,4
Rural,5,8500,2
Rural,1,4500,1
Rural,7,7580,2
Rural,5,12000,3
Rural,3,9000,2
Rural,4,15000,4
Rural,4,8200,2
Rural,3,8500,2
Rural,4,7000,1
Rural,2,7000,2
Rural,4,14500,4
Rural,4,6700,1
Rural,5,4000,1
Rural,2,7000,2
Rural,4,10200,3
Rural,3,7500,2
Rural,4,10200,3
Rural,5,13800,4
Rural,6,9800,3
Rural,5,20000,5
Rural,3,15000,4
Rural,9,13000,4
Rural,7,10000,3
Rural,2,4500,1
Rural,7,11500,3
Rural,5,10500,3
Rural,2,5500,1
Rural,5,15000,4
Rural,6,15000,4
Rural,6,4100,1
Rural,4,13000,4
Rural,5,8000,2
Rural,4,8500,2
Rural,3,5000,1
Rural,4,16500,4
Rural,5,13000,4
Rural,5,3200,1
Rural,6,10000,3
Rural,2,8700,2
Rural,3,19000,5
Rural,6,10500,3
Rural,1,1000,1
Rural,1,1680,1
Rural,4,8000,2
Rural,6,8300,2
Rural,3,6500,1
Rural,1,5000,1
Rural,1,3000,1
Rural,4,8000,2
Rural,5,15000,4
Rural,6,5000,1
Rural,10,18000,5
Rural,3,3100,1
Rural,4,7000,2
Rural,6,7500,2
Rural,4,8600,2
Rural,4,12000,3
Rural,1,2000,1
Rural,7,8000,2
Rural,2,4500,1
Rural,3,24500,5
Rural,4,12000,3
Rural,7,12000,3
Rural,5,8500,2
Rural,2,5600,1
Rural,6,12000,3
Rural,2,12000,3
Rural,2,7000,1
Rural,4,16000,4
Rural,9,16400,4
Rural,6,14000,4
Rural,4,5000,1
Rural,4,11400,3
Rural,1,4000,1
Rural,1,3500,1
Rural,2,7000,2
Rural,9,11000,3
Rural,4,8000,2
Rural,4,11000,3
Rural,4,9000,2
Rural,5,3500,1
Rural,3,8000,2
Rural,4,9000,2
Rural,6,18000,5
Rural,3,12000,3
Rural,4,15000,4
Rural,3,5000,1
Rural,5,14000,4
Rural,4,8000,2
Rural,6,12000,3
Rural,3,10500,3
Rural,2,10100,3
Rural,3,9200,2
Rural,8,18320,5
Rural,4,12500,3
Rural,5,10000,3
Rural,8,9000,2
Rural,7,12000,3
Rural,2,5000,1
Rural,1,4750,1
Rural,1,3000,1
Rural,4,8000,2
Rural,5,12000,3
Rural,1,3500,1
Rural,7,9000,2
Rural,6,9500,2
Rural,3,10000,3
Rural,1,4000,1
Rural,4,12000,3
Rural,2,4800,1
Rural,3,6000,1
Rural,2,4500,1
Rural,1,5000,1
Rural,2,5500,1
Rural,6,6000,1
Rural,3,15000,4
Rural,6,11000,3
Rural,8,14000,4
Rural,8,14800,4
Rural,5,9000,2
Rural,1,5000,1
Rural,3,4800,1
Rural,2,10000,3
Rural,4,8000,2
Rural,7,7500,2
Rural,7,17000,5
Rural,5,10000,3
Rural,1,4500,1
Rural,8,23000,5
Rural,8,5000,1
Rural,4,13000,4
Rural,4,12000,3
Rural,7,10500,3
Rural,4,19000,5
Rural,2,20700,5
Rural,2,13500,4
Rural,5,23000,5
Rural,4,16000,4
Rural,3,9000,2
Rural,6,10800,3
Rural,1,4500,1
Rural,4,18000,5
Rural,2,10000,3
Rural,3,9300,2
Rural,9,12000,3
Rural,1,4500,1
Rural,3,12500,3
Rural,4,9000,2
Rural,2,10000,3
Rural,8,11500,3
Rural,5,15000,4
Rural,4,17600,5
Rural,5,11000,3
Rural,5,7750,2
Rural,4,14000,4
Rural,4,13000,4
Rural,1,7000,2
Rural,4,6000,1
Rural,6,16700,4
Rural,2,4500,1
Rural,5,10000,3
Rural,6,16000,4
Rural,5,5500,1
Rural,6,13000,4
Rural,3,8000,2
Rural,2,20000,5
Rural,6,8000,2
Rural,1,3000,1
Rural,3,13800,4
Rural,4,10800,3
Rural,4,8000,2
Rural,7,25000,5
Rural,3,7500,2
Rural,6,8800,2
Rural,6,6000,1
Rural,3,25000,5
Rural,5,12000,3
